"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002EA","B08201_002M","B08201_002MA","B08201_003E","B08201_003M","B08201_003MA","B08201_003EA","B08201_004E","B08201_004M","B08201_004MA","B08201_004EA","B08201_005E","B08201_005M","B08201_005MA","B08201_005EA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007EA","B08201_007M","B08201_007MA","B08201_008E","B08201_008M","B08201_008MA","B08201_008EA","B08201_009E","B08201_009EA","B08201_009M","B08201_009MA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012EA","B08201_012M","B08201_012MA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014M","B08201_014MA","B08201_014EA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018EA","B08201_018M","B08201_018MA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020EA","B08201_020M","B08201_020MA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022M","B08201_022MA","B08201_022EA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024EA","B08201_024M","B08201_024MA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027M","B08201_027MA","B08201_027EA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029EA","B08201_029M","B08201_029MA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53033011200","Census Tract 112, King County, Washington","1413","null","94","null","314","null","112","null","521","138","null","null","412","125","null","null","104","60","null","null","62","null","54","null","460","null","106","null","181","82","null","null","151","null","79","null","95","54","null","null","0","null","12","null","33","null","45","null","459","131","null","null","81","62","null","null","137","74","null","null","170","65","null","null","71","53","null","null","0","null","12","null","162","null","89","null","52","null","65","null","80","54","null","null","18","22","null","null","12","null","16","null","0","null","12","null","332","110","null","null","0","12","null","null","153","77","null","null","129","null","85","null","21","null","27","null","29","31","null","null",
"1400000US53033011300","Census Tract 113, King County, Washington","3012","null","107","null","424","null","155","null","1142","210","null","null","842","159","null","null","459","132","null","null","145","null","72","null","1135","null","216","null","350","145","null","null","622","null","163","null","91","60","null","null","72","null","64","null","0","null","17","null","809","162","null","null","74","68","null","null","238","116","null","null","386","104","null","null","93","55","null","null","18","null","26","null","484","null","152","null","0","null","17","null","131","93","null","null","167","116","null","null","147","null","87","null","39","null","33","null","584","143","null","null","0","17","null","null","151","108","null","null","198","null","108","null","147","null","95","null","88","64","null","null",
"1400000US53033011401","Census Tract 114.01, King County, Washington","1741","null","87","null","145","null","66","null","788","133","null","null","533","97","null","null","197","73","null","null","78","null","39","null","486","null","110","null","51","32","null","null","365","null","104","null","65","50","null","null","0","null","12","null","5","null","9","null","641","105","null","null","86","62","null","null","189","59","null","null","292","80","null","null","66","50","null","null","8","null","14","null","308","null","84","null","8","null","12","null","130","78","null","null","112","59","null","null","58","null","36","null","0","null","12","null","306","83","null","null","0","12","null","null","104","71","null","null","64","null","38","null","73","null","51","null","65","35","null","null",
"1400000US53033011402","Census Tract 114.02, King County, Washington","1993","null","62","null","448","null","113","null","749","129","null","null","654","119","null","null","120","56","null","null","22","null","22","null","765","null","115","null","295","80","null","null","399","null","92","null","44","44","null","null","27","null","41","null","0","null","12","null","571","132","null","null","88","72","null","null","157","67","null","null","318","108","null","null","8","13","null","null","0","null","12","null","383","null","100","null","35","null","47","null","96","54","null","null","194","75","null","null","49","null","29","null","9","null","13","null","274","71","null","null","30","44","null","null","97","60","null","null","98","null","47","null","36","null","26","null","13","18","null","null",
"1400000US53033011500","Census Tract 115, King County, Washington","1981","null","79","null","52","null","35","null","786","130","null","null","850","134","null","null","175","61","null","null","118","null","76","null","627","null","107","null","31","27","null","null","482","null","105","null","97","70","null","null","17","null","19","null","0","null","12","null","749","103","null","null","21","22","null","null","140","52","null","null","488","90","null","null","82","43","null","null","18","null","19","null","350","null","104","null","0","null","12","null","112","61","null","null","184","79","null","null","45","null","27","null","9","null","14","null","255","66","null","null","0","12","null","null","52","39","null","null","81","null","52","null","31","null","30","null","91","72","null","null",
"1400000US53033011600","Census Tract 116, King County, Washington","3079","null","139","null","236","null","102","null","1064","168","null","null","1372","149","null","null","316","128","null","null","91","null","65","null","1034","null","164","null","114","95","null","null","803","null","146","null","117","77","null","null","0","null","17","null","0","null","17","null","1055","156","null","null","35","40","null","null","167","76","null","null","728","129","null","null","90","59","null","null","35","null","34","null","512","null","136","null","54","null","30","null","78","68","null","null","257","105","null","null","99","null","64","null","24","null","37","null","478","90","null","null","33","37","null","null","16","25","null","null","270","null","83","null","127","null","92","null","32","32","null","null",
"1400000US53033011700","Census Tract 117, King County, Washington","1746","null","86","null","95","null","79","null","489","135","null","null","543","137","null","null","359","124","null","null","260","null","120","null","307","null","92","null","47","50","null","null","145","null","76","null","68","61","null","null","0","null","17","null","47","null","48","null","408","120","null","null","48","63","null","null","135","55","null","null","165","69","null","null","35","30","null","null","25","null","30","null","261","null","93","null","0","null","17","null","80","59","null","null","71","52","null","null","94","null","59","null","16","null","25","null","770","122","null","null","0","17","null","null","129","87","null","null","239","null","83","null","230","null","104","null","172","105","null","null",
"1400000US53033011800","Census Tract 118, King County, Washington","2861","null","160","null","343","null","143","null","1148","209","null","null","896","217","null","null","280","101","null","null","194","null","104","null","678","null","184","null","111","105","null","null","508","null","154","null","59","56","null","null","0","null","17","null","0","null","17","null","946","173","null","null","66","51","null","null","392","145","null","null","346","124","null","null","123","66","null","null","19","null","28","null","508","null","155","null","98","null","72","null","81","53","null","null","289","125","null","null","40","null","51","null","0","null","17","null","729","138","null","null","68","66","null","null","167","94","null","null","202","null","101","null","117","null","63","null","175","99","null","null",
"1400000US53033011900","Census Tract 119, King County, Washington","2599","null","119","null","23","null","28","null","864","200","null","null","1063","225","null","null","333","129","null","null","316","null","130","null","590","null","173","null","23","28","null","null","364","null","135","null","157","131","null","null","29","null","32","null","17","null","28","null","876","159","null","null","0","17","null","null","299","122","null","null","303","116","null","null","200","104","null","null","74","null","57","null","361","null","137","null","0","null","17","null","80","85","null","null","245","112","null","null","26","null","30","null","10","null","16","null","772","136","null","null","0","17","null","null","121","105","null","null","358","null","135","null","78","null","56","null","215","111","null","null",
"1400000US53033012000","Census Tract 120, King County, Washington","1526","null","62","null","70","null","43","null","439","101","null","null","785","126","null","null","176","64","null","null","56","null","39","null","403","null","95","null","37","25","null","null","244","null","81","null","104","62","null","null","7","null","11","null","11","null","18","null","591","108","null","null","9","13","null","null","142","73","null","null","343","86","null","null","85","36","null","null","12","null","20","null","261","null","87","null","24","null","36","null","41","33","null","null","115","56","null","null","48","null","34","null","33","null","31","null","271","70","null","null","0","12","null","null","12","13","null","null","223","null","75","null","36","null","28","null","0","12","null","null",
"1400000US53033012100","Census Tract 121, King County, Washington","1176","null","66","null","25","null","25","null","318","88","null","null","580","74","null","null","170","60","null","null","83","null","53","null","269","null","70","null","7","11","null","null","229","null","64","null","33","29","null","null","0","null","12","null","0","null","12","null","601","92","null","null","14","22","null","null","89","60","null","null","381","69","null","null","63","38","null","null","54","null","53","null","121","null","52","null","4","null","9","null","0","12","null","null","79","39","null","null","34","null","33","null","4","null","7","null","185","46","null","null","0","12","null","null","0","12","null","null","87","null","39","null","73","null","37","null","25","28","null","null",
"1400000US53033020100","Census Tract 201, King County, Washington","1279","null","54","null","13","null","16","null","302","63","null","null","626","80","null","null","261","63","null","null","77","null","39","null","309","null","67","null","9","14","null","null","243","null","63","null","47","29","null","null","10","null","15","null","0","null","12","null","561","92","null","null","0","12","null","null","21","21","null","null","375","87","null","null","142","70","null","null","23","null","22","null","221","null","58","null","0","null","12","null","37","29","null","null","107","43","null","null","54","null","33","null","23","null","20","null","188","40","null","null","4","7","null","null","1","5","null","null","97","null","37","null","55","null","27","null","31","26","null","null",
"1400000US53033020200","Census Tract 202, King County, Washington","2103","null","112","null","198","null","106","null","537","107","null","null","945","154","null","null","357","100","null","null","66","null","48","null","600","null","123","null","140","85","null","null","369","null","97","null","70","66","null","null","8","null","14","null","13","null","21","null","745","157","null","null","58","71","null","null","140","76","null","null","449","121","null","null","83","61","null","null","15","null","25","null","374","null","111","null","0","null","17","null","19","23","null","null","185","93","null","null","170","null","85","null","0","null","17","null","384","74","null","null","0","17","null","null","9","15","null","null","241","null","69","null","96","null","53","null","38","35","null","null",
"1400000US53033020300","Census Tract 203, King County, Washington","3100","null","102","null","210","null","90","null","1559","209","null","null","829","206","null","null","440","137","null","null","62","null","42","null","1233","null","222","null","143","78","null","null","1012","null","211","null","18","28","null","null","60","null","74","null","0","null","17","null","882","174","null","null","67","55","null","null","279","124","null","null","414","140","null","null","122","67","null","null","0","null","17","null","459","null","145","null","0","null","17","null","163","90","null","null","134","92","null","null","116","null","110","null","46","null","37","null","526","114","null","null","0","17","null","null","105","77","null","null","263","null","108","null","142","null","80","null","16","19","null","null",
"1400000US53033020401","Census Tract 204.01, King County, Washington","1440","null","62","null","33","null","29","null","458","98","null","null","652","103","null","null","198","78","null","null","99","null","40","null","358","null","97","null","19","22","null","null","307","null","91","null","32","29","null","null","0","null","12","null","0","null","12","null","575","123","null","null","14","17","null","null","89","47","null","null","380","112","null","null","64","39","null","null","28","null","25","null","198","null","75","null","0","null","12","null","12","19","null","null","106","54","null","null","70","null","57","null","10","null","14","null","309","80","null","null","0","12","null","null","50","59","null","null","134","null","42","null","64","null","39","null","61","29","null","null",
"1400000US53033020402","Census Tract 204.02, King County, Washington","2161","null","126","null","182","null","100","null","502","113","null","null","1036","167","null","null","335","133","null","null","106","null","75","null","516","null","112","null","91","58","null","null","293","null","91","null","113","74","null","null","19","null","31","null","0","null","17","null","917","149","null","null","91","84","null","null","130","66","null","null","524","138","null","null","156","98","null","null","16","null","24","null","214","null","112","null","0","null","17","null","34","37","null","null","121","99","null","null","33","null","39","null","26","null","29","null","514","116","null","null","0","17","null","null","45","39","null","null","278","null","112","null","127","null","70","null","64","56","null","null",
"1400000US53033020500","Census Tract 205, King County, Washington","2795","null","101","null","315","null","140","null","783","186","null","null","1133","194","null","null","376","156","null","null","188","null","102","null","836","null","173","null","230","116","null","null","546","null","167","null","43","42","null","null","17","null","28","null","0","null","17","null","1042","192","null","null","53","52","null","null","162","103","null","null","634","166","null","null","121","93","null","null","72","null","74","null","524","null","160","null","32","null","37","null","63","50","null","null","248","137","null","null","121","null","69","null","60","null","49","null","393","88","null","null","0","17","null","null","12","19","null","null","208","null","96","null","117","null","79","null","56","46","null","null",
"1400000US53033020600","Census Tract 206, King County, Washington","1328","null","37","null","64","null","31","null","385","97","null","null","541","119","null","null","219","69","null","null","119","null","49","null","378","null","81","null","44","25","null","null","213","null","70","null","88","52","null","null","33","null","30","null","0","null","12","null","364","80","null","null","0","12","null","null","93","60","null","null","206","80","null","null","59","37","null","null","6","null","9","null","175","null","71","null","0","null","12","null","10","17","null","null","94","56","null","null","57","null","38","null","14","null","18","null","411","78","null","null","20","18","null","null","69","40","null","null","153","null","58","null","70","null","42","null","99","48","null","null",
"1400000US53033020700","Census Tract 207, King County, Washington","1506","null","71","null","188","null","81","null","568","122","null","null","452","105","null","null","225","68","null","null","73","null","41","null","395","null","92","null","93","57","null","null","240","null","81","null","42","35","null","null","20","null","22","null","0","null","12","null","545","98","null","null","82","61","null","null","145","62","null","null","225","75","null","null","70","41","null","null","23","null","20","null","235","null","84","null","0","null","12","null","96","62","null","null","70","52","null","null","58","null","41","null","11","null","18","null","331","67","null","null","13","20","null","null","87","43","null","null","115","null","60","null","77","null","53","null","39","30","null","null",
"1400000US53033020800","Census Tract 208, King County, Washington","1767","null","39","null","75","null","41","null","566","99","null","null","666","95","null","null","356","80","null","null","104","null","50","null","486","null","93","null","60","36","null","null","355","null","93","null","62","48","null","null","0","null","12","null","9","null","15","null","605","91","null","null","8","13","null","null","154","68","null","null","296","68","null","null","131","46","null","null","16","null","19","null","358","null","86","null","0","null","12","null","16","18","null","null","140","56","null","null","160","null","71","null","42","null","28","null","318","46","null","null","7","13","null","null","41","42","null","null","168","null","49","null","65","null","34","null","37","28","null","null",
"1400000US53033020900","Census Tract 209, King County, Washington","1408","null","61","null","51","null","29","null","464","108","null","null","491","103","null","null","287","94","null","null","115","null","52","null","415","null","94","null","41","24","null","null","291","null","86","null","38","26","null","null","35","null","34","null","10","null","15","null","523","117","null","null","0","12","null","null","141","70","null","null","305","96","null","null","56","49","null","null","21","null","24","null","170","null","76","null","10","null","16","null","6","10","null","null","115","67","null","null","39","null","32","null","0","null","12","null","300","74","null","null","0","12","null","null","26","24","null","null","33","null","22","null","157","null","59","null","84","45","null","null",
"1400000US53033021000","Census Tract 210, King County, Washington","2163","null","135","null","148","null","95","null","437","150","null","null","1005","180","null","null","419","158","null","null","154","null","84","null","425","null","147","null","113","76","null","null","240","null","127","null","59","51","null","null","13","null","22","null","0","null","17","null","766","146","null","null","0","17","null","null","84","57","null","null","501","147","null","null","123","66","null","null","58","null","63","null","516","null","188","null","35","null","58","null","61","54","null","null","233","130","null","null","134","null","116","null","53","null","53","null","456","100","null","null","0","17","null","null","52","38","null","null","212","null","93","null","149","null","69","null","43","51","null","null",
"1400000US53033021100","Census Tract 211, King County, Washington","1584","null","63","null","127","null","53","null","510","91","null","null","567","104","null","null","249","89","null","null","131","null","77","null","444","null","76","null","91","45","null","null","303","null","70","null","38","26","null","null","12","null","18","null","0","null","12","null","403","92","null","null","8","14","null","null","72","43","null","null","262","80","null","null","44","34","null","null","17","null","19","null","362","null","99","null","28","null","36","null","100","66","null","null","114","55","null","null","113","null","57","null","7","null","12","null","375","90","null","null","0","12","null","null","35","30","null","null","153","null","51","null","80","null","63","null","107","76","null","null",
"1400000US53033021300","Census Tract 213, King County, Washington","1744","null","77","null","149","null","87","null","715","123","null","null","653","131","null","null","150","52","null","null","77","null","40","null","652","null","118","null","128","86","null","null","457","null","102","null","57","40","null","null","10","null","16","null","0","null","12","null","522","104","null","null","21","23","null","null","174","77","null","null","270","90","null","null","34","25","null","null","23","null","19","null","264","null","100","null","0","null","12","null","34","42","null","null","181","90","null","null","40","null","31","null","9","null","14","null","306","76","null","null","0","12","null","null","50","37","null","null","145","null","66","null","66","null","40","null","45","37","null","null",
"1400000US53033021400","Census Tract 214, King County, Washington","1404","null","87","null","0","null","12","null","355","97","null","null","540","79","null","null","306","77","null","null","203","null","59","null","218","null","61","null","0","12","null","null","172","null","58","null","28","25","null","null","18","null","20","null","0","null","12","null","463","98","null","null","0","12","null","null","98","54","null","null","215","68","null","null","104","46","null","null","46","null","34","null","351","null","78","null","0","null","12","null","15","17","null","null","153","53","null","null","89","null","46","null","94","null","45","null","372","58","null","null","0","12","null","null","70","51","null","null","144","null","47","null","95","null","38","null","63","35","null","null",
"1400000US53033021500","Census Tract 215, King County, Washington","1699","null","98","null","23","null","21","null","278","85","null","null","942","128","null","null","298","78","null","null","158","null","69","null","286","null","92","null","0","12","null","null","189","null","78","null","88","46","null","null","0","null","12","null","9","null","14","null","752","95","null","null","16","18","null","null","48","35","null","null","498","91","null","null","148","59","null","null","42","null","41","null","327","null","90","null","7","null","11","null","31","47","null","null","123","52","null","null","102","null","54","null","64","null","41","null","334","57","null","null","0","12","null","null","10","16","null","null","233","null","64","null","48","null","30","null","43","30","null","null",
