"GEO_ID","NAME","B08201_001E","B08201_001EA","B08201_001M","B08201_001MA","B08201_002E","B08201_002M","B08201_002MA","B08201_002EA","B08201_003E","B08201_003EA","B08201_003M","B08201_003MA","B08201_004E","B08201_004EA","B08201_004M","B08201_004MA","B08201_005E","B08201_005EA","B08201_005M","B08201_005MA","B08201_006E","B08201_006EA","B08201_006M","B08201_006MA","B08201_007E","B08201_007M","B08201_007MA","B08201_007EA","B08201_008E","B08201_008EA","B08201_008M","B08201_008MA","B08201_009E","B08201_009M","B08201_009MA","B08201_009EA","B08201_010E","B08201_010M","B08201_010MA","B08201_010EA","B08201_011E","B08201_011EA","B08201_011M","B08201_011MA","B08201_012E","B08201_012M","B08201_012MA","B08201_012EA","B08201_013E","B08201_013M","B08201_013MA","B08201_013EA","B08201_014E","B08201_014EA","B08201_014M","B08201_014MA","B08201_015E","B08201_015M","B08201_015MA","B08201_015EA","B08201_016E","B08201_016M","B08201_016MA","B08201_016EA","B08201_017E","B08201_017M","B08201_017MA","B08201_017EA","B08201_018E","B08201_018M","B08201_018MA","B08201_018EA","B08201_019E","B08201_019EA","B08201_019M","B08201_019MA","B08201_020E","B08201_020M","B08201_020MA","B08201_020EA","B08201_021E","B08201_021M","B08201_021MA","B08201_021EA","B08201_022E","B08201_022EA","B08201_022M","B08201_022MA","B08201_023E","B08201_023EA","B08201_023M","B08201_023MA","B08201_024E","B08201_024M","B08201_024MA","B08201_024EA","B08201_025E","B08201_025M","B08201_025MA","B08201_025EA","B08201_026E","B08201_026M","B08201_026MA","B08201_026EA","B08201_027E","B08201_027EA","B08201_027M","B08201_027MA","B08201_028E","B08201_028EA","B08201_028M","B08201_028MA","B08201_029E","B08201_029M","B08201_029MA","B08201_029EA","B08201_030E","B08201_030M","B08201_030MA","B08201_030EA",
"1400000US53005011002","Census Tract 110.02, Benton County, Washington","1736","null","128","null","155","65","null","null","715","null","149","null","510","null","131","null","233","null","82","null","123","null","69","null","644","150","null","null","120","null","59","null","459","132","null","null","58","43","null","null","7","null","12","null","0","12","null","null","475","121","null","null","10","null","15","null","78","44","null","null","242","103","null","null","139","64","null","null","6","9","null","null","345","null","107","null","25","32","null","null","109","70","null","null","94","null","58","null","51","null","47","null","66","66","null","null","272","78","null","null","0","12","null","null","69","null","44","null","116","null","53","null","36","31","null","null","51","32","null","null",
"1400000US53005011100","Census Tract 111, Benton County, Washington","2795","null","84","null","84","65","null","null","898","null","210","null","912","null","207","null","643","null","181","null","258","null","110","null","721","150","null","null","53","null","51","null","537","141","null","null","66","55","null","null","65","null","78","null","0","17","null","null","858","178","null","null","0","null","17","null","177","96","null","null","359","137","null","null","201","89","null","null","121","91","null","null","529","null","147","null","14","25","null","null","56","43","null","null","190","null","103","null","185","null","97","null","84","61","null","null","687","135","null","null","17","27","null","null","128","null","126","null","297","null","122","null","192","88","null","null","53","47","null","null",
"1400000US53005011200","Census Tract 112, Benton County, Washington","2666","null","203","null","397","139","null","null","1203","null","260","null","832","null","193","null","203","null","112","null","31","null","35","null","988","250","null","null","241","null","102","null","705","234","null","null","28","25","null","null","0","null","17","null","14","21","null","null","675","176","null","null","47","null","52","null","306","162","null","null","246","108","null","null","76","56","null","null","0","17","null","null","520","null","180","null","92","89","null","null","117","94","null","null","225","null","144","null","69","null","70","null","17","28","null","null","483","160","null","null","17","29","null","null","75","null","72","null","333","null","131","null","58","78","null","null","0","17","null","null",
"1400000US53005011300","Census Tract 113, Benton County, Washington","1636","null","133","null","64","44","null","null","419","null","104","null","593","null","144","null","353","null","112","null","207","null","81","null","499","133","null","null","21","null","24","null","223","79","null","null","136","77","null","null","98","null","66","null","21","26","null","null","301","108","null","null","23","null","26","null","59","37","null","null","119","89","null","null","53","47","null","null","47","30","null","null","234","null","103","null","0","17","null","null","53","56","null","null","59","null","36","null","122","null","85","null","0","17","null","null","602","125","null","null","20","27","null","null","84","null","69","null","279","null","111","null","80","48","null","null","139","69","null","null",
"1400000US53005011401","Census Tract 114.01, Benton County, Washington","1418","null","53","null","57","46","null","null","443","null","116","null","515","null","129","null","259","null","67","null","144","null","91","null","448","91","null","null","41","null","42","null","290","99","null","null","97","71","null","null","9","null","15","null","11","19","null","null","411","107","null","null","0","null","12","null","89","51","null","null","194","86","null","null","93","52","null","null","35","37","null","null","162","null","76","null","0","12","null","null","35","29","null","null","42","null","40","null","85","null","51","null","0","12","null","null","397","95","null","null","16","20","null","null","29","null","30","null","182","null","87","null","72","45","null","null","98","75","null","null",
"1400000US53005011402","Census Tract 114.02, Benton County, Washington","1868","null","83","null","46","35","null","null","258","null","83","null","658","null","112","null","620","null","112","null","286","null","74","null","300","86","null","null","24","null","26","null","145","64","null","null","117","52","null","null","7","null","12","null","7","11","null","null","743","92","null","null","11","null","16","null","74","47","null","null","292","76","null","null","255","69","null","null","111","49","null","null","343","null","94","null","11","16","null","null","28","43","null","null","98","null","56","null","122","null","57","null","84","50","null","null","482","80","null","null","0","17","null","null","11","null","17","null","151","null","62","null","236","98","null","null","84","43","null","null",
"1400000US53005011501","Census Tract 115.01, Benton County, Washington","2265","null","164","null","81","80","null","null","387","null","143","null","776","null","184","null","580","null","184","null","441","null","132","null","410","126","null","null","64","null","76","null","206","103","null","null","115","71","null","null","25","null","32","null","0","17","null","null","727","141","null","null","0","null","17","null","163","94","null","null","257","101","null","null","177","70","null","null","130","64","null","null","416","null","151","null","17","27","null","null","18","28","null","null","189","null","118","null","117","null","77","null","75","64","null","null","712","191","null","null","0","17","null","null","0","null","17","null","215","null","123","null","261","157","null","null","236","92","null","null",
"1400000US53005011503","Census Tract 115.03, Benton County, Washington","3316","null","152","null","169","68","null","null","879","null","184","null","1154","null","209","null","928","null","221","null","186","null","88","null","703","153","null","null","89","null","57","null","540","149","null","null","65","51","null","null","9","null","15","null","0","17","null","null","1305","207","null","null","68","null","52","null","167","101","null","null","626","166","null","null","398","165","null","null","46","39","null","null","440","null","155","null","0","17","null","null","21","34","null","null","213","null","106","null","119","null","82","null","87","71","null","null","868","171","null","null","12","19","null","null","151","null","135","null","250","null","102","null","402","135","null","null","53","38","null","null",
"1400000US53005011504","Census Tract 115.04, Benton County, Washington","966","null","75","null","6","11","null","null","108","null","56","null","434","null","109","null","285","null","112","null","133","null","72","null","120","65","null","null","0","null","12","null","57","47","null","null","35","29","null","null","17","null","28","null","11","18","null","null","369","94","null","null","6","null","11","null","20","26","null","null","157","62","null","null","131","80","null","null","55","63","null","null","86","null","49","null","0","12","null","null","0","12","null","null","53","null","35","null","22","null","24","null","11","18","null","null","391","95","null","null","0","12","null","null","31","null","35","null","189","null","88","null","115","78","null","null","56","46","null","null",
"1400000US53005011600","Census Tract 116, Benton County, Washington","310","null","50","null","28","27","null","null","63","null","41","null","130","null","44","null","40","null","24","null","49","null","25","null","64","37","null","null","28","null","27","null","4","6","null","null","32","24","null","null","0","null","12","null","0","12","null","null","104","34","null","null","0","null","12","null","24","21","null","null","52","28","null","null","19","16","null","null","9","12","null","null","31","null","22","null","0","12","null","null","3","7","null","null","11","null","10","null","5","null","8","null","12","16","null","null","111","47","null","null","0","12","null","null","32","null","41","null","35","null","27","null","16","14","null","null","28","18","null","null",
